x1,x2,y
0.167701227565677,0.609161338423591,0
0.317579543138388,0.579545035876266,0
0.364869736751788,0.624293109256818,0
0.30265523614399,0.57642867538368,1
0.386704374380837,0.60472650685467,0
0.293078480733272,0.530876463087406,1
0.206973209717031,0.333894763559696,1
0.381486225321747,0.563077829192183,0
0.335741193783695,0.634428194775289,0
0.363278470197043,0.554171872091107,0
0.412023909233467,0.609294283865575,1
0.329355603062817,0.657112373065886,0
0.150301327842837,0.668486947025605,0
0.321861942773353,0.424501527155101,1
0.14953264868912,0.637232600106112,0
0.257957775611849,0.62595010976625,0
0.403460619613239,0.515145397221632,1
0.141376235116436,0.518356170290956,0
0.320419420746195,0.550236798085364,0
0.250350487335045,0.673235417005509,0
0.280482695703272,0.451162002087794,1
0.405667847418387,0.555097214442908,1
0.354688849598464,0.657921611396533,0
0.43685199060674,0.643987382448221,1
0.198946183798268,0.557089653115639,0
0.224792885622144,0.625731125095807,0
0.236012911397698,0.619412247931053,0
0.297295735673451,0.811543300048446,0
0.211823469123276,0.556411001141119,0
0.229652908631413,0.671946504632365,0
0.214493858065986,0.670372952159678,0
0.369222322053725,0.588863871122424,0
0.363781183641477,0.600682050236891,0
0.399810400370101,0.770986167510204,0
0.570833503932018,0.552149848344559,1
0.292334807586651,0.545255810664025,1
0.377131447078606,0.558017463798691,0
0.630108622849793,0.633393684020903,1
0.364938845040854,0.565697348601321,0
0.303236304845179,0.81347005856519,0
0.214700592274414,0.540833664474441,0
0.256434514596975,0.620666726903158,0
0.144508151856968,0.652263841371235,0
0.155907475493137,0.397975090170044,0
0.270311258468532,0.593463632259416,1
0.341290068959599,0.460750688249284,1
0.313961912801023,0.410992854593107,1
0.271779062852433,0.664802654784908,0
0.131716221451986,0.668526330509746,0
0.374599709601514,0.632018912452984,0
0.355042923921966,0.679231819917083,0
0.468429381009291,0.554836224744962,1
0.128093331514497,0.567291374892341,0
0.281891259449563,0.447698375776806,1
0.481531545089541,0.685247283588598,1
0.321408534045529,0.409830329506858,1
0.445656809508756,0.669072345776126,1
0.366273649438756,0.680626978361401,0
0.323376099578808,0.633167098978099,0
0.399593166918877,0.537543900677897,1
0.133519020840575,0.722048223491558,0
0.276691697365108,0.601056389762392,1
0.369413928075006,0.707509067827796,0
0.441430770438103,0.518908312759768,1
0.385194154208314,0.591102346160531,0
0.328985115360441,0.58984595305005,0
0.421775535672737,0.561453717917827,1
0.311358750838252,0.684470955011907,0
0.201680020805276,0.67092724627592,0
0.307534061370242,0.582826563769188,0
0.293960012911493,0.448095337151048,1
0.346265855292369,0.424891640749426,1
0.272679195461482,0.694112779656583,0
0.373989332192199,0.619733757937205,0
0.512011496995207,0.646336768743678,1
0.133928796182305,0.607008425147633,0
0.367239558199124,0.503938905580399,1
0.239170193853648,0.640571546988844,0
0.248341862833165,0.380202669582687,1
0.132011806635239,0.621839912141745,0
0.284589668360555,0.317968990025221,1
0.34279396280077,0.486076883082167,1
0.170137573958783,0.693840493155242,0
0.499985566847993,0.704683827026347,1
0.235566039106402,0.676589755258904,0
0.0866799381274156,0.717119751049669,0
0.298823024886043,0.574221242611152,1
0.540481953232344,0.555711730262282,1
0.466439438719781,0.475695834840507,1
0.435189660081498,0.543755957743133,1
0.387319144097014,0.709235756382416,0
0.355223607463248,0.556396003794238,0
0.267069224885149,0.770313366779607,0
0.162234913090867,0.419715852070542,0
0.0921512791291917,0.557631300404505,0
0.19449010064377,0.631286637255548,0
0.135289498075788,0.686873100002228,0
0.21318392435275,0.656321091702713,0
0.381391891460799,0.599084181661299,0
0.223300878375216,0.643286365527161,0
0.159232741118465,0.642271380696682,0
0.207651210100127,0.757667696757734,0
